subject_id,question,transcription_new,chunks
26,4," A monkey, a squirrel and a bird are racing to the top of a coconut tree. Who will get the's that not my through with? I think the bird.","Chunk 1:
A monkey, a squirrel and a bird are racing to the top of a coconut tree.

Chunk 2:
Who will get the's that not my through with?

Chunk 3:
I think the bird."
26,5," In a one story pink house there's a pink person, a pink cat, a pink fish, a pink computer, a pink chair, a pink table, pink telephone, pink shower, everything was pink. What colour were the stairs probably? Probably pink.","Chunk 1:
In a one story pink house there's a pink person, a pink cat, a pink fish, a pink computer, a pink chair, a pink table, pink telephone, pink shower, everything was pink.

Chunk 2:
What colour were the stairs probably?

Chunk 3:
Probably pink."
26,6, How many of each animal did Moses put on the ark? Two.,"Chunk 1:
How many of each animal did Moses put on the ark?

Chunk 2:
Two."
26,7," An electric train runs east? In which cardinal direction does the smoke from the locomotive blow? So, will this train running east, the wind running west? The train running east, east. The smoke would also blow away.","Chunk 1:
An electric train runs east?

Chunk 2:
In which cardinal direction does the smoke from the locomotive blow?

Chunk 3:
So, will this train running east, the wind running west?

Chunk 4:
The train running east, east.

Chunk 5:
The smoke would also blow away."
26,8," If you have one in a match and you walk into a dark room where there's an oil lamp, newspaper and wood which thing would you light first? You walk into a dark room so you need the oil lamp and then you can light the things in the oil lamp but you need to be able to see to do that sort of oil lamp","Chunk 1:
If you have one in a match and you walk into a dark room where there's an oil lamp, newspaper and wood which thing would you light first?

Chunk 2:
You walk into a dark room so you need the oil lamp and then you can light the things in the oil lamp but you need to be able to see to do that sort of oil lamp"
26,9," Would it be ethical for the man to marry the sister of his widow? Yes, ethical. She's died.","Chunk 1:
Would it be ethical for the man to marry the sister of his widow?

Chunk 2:
Yes, ethical.

Chunk 3:
She's died."
26,10, Which sentence is correct? The yoke of the egg are white or the yoke of the egg is white? The yoke of the egg is yellow. The yoke of the egg is B.,"Chunk 1:
Which sentence is correct? The yoke of the egg are white or the yoke of the egg is white?

Chunk 2:
The yoke of the egg is yellow.

Chunk 3:
The yoke of the egg is B."
27,1," Nice, Barry.","Chunk 1:
Nice, Barry."
27,2," If you were running a race and you passed the person in second place, what place would you be in? First place?","Chunk 1:
If you were running a race and you passed the person in second place, what place would you be in?

Chunk 2:
First place?"
27,3, It's a stormy night and the plane takes off from JFK airport in Europe. The storm wars and the plane crashes half lands in the United States. The other half lands in Canada. In which country do you bury the survivors in America?,"Chunk 1:
It's a stormy night and the plane takes off from JFK airport in Europe.

Chunk 2:
The storm wars and the plane crashes half lands in the United States.

Chunk 3:
The other half lands in Canada.

Chunk 4:
In which country do you bury the survivors in America?"
27,4," A monkey, a squirrel and a bird are racing to the top of the country. We will get to the first monkey, the squirrel already heard.","Chunk 1:
A monkey, a squirrel and a bird are racing to the top of the country.

Chunk 2:
We will get to the first monkey, the squirrel already heard."
27,5," In a one-story pink house there was a pink person, a pink cat, a pink fish, a pink computer, a pink chair, a pink table, a pink shower, everything was pink. What color were the stairs probably? Pink?","Chunk 1:
In a one-story pink house there was a pink person, a pink cat, a pink fish, a pink computer, a pink chair, a pink table, a pink shower, everything was pink.

Chunk 2:
What color were the stairs probably? Pink?"
27,6, How many of each animal did bosses put on the ark? Every.,"Chunk 1:
How many of each animal did bosses put on the ark? Every. 

Note: The transcription provided is quite short and does not contain multiple distinct thoughts or ideas that would necessitate splitting into separate chunks. The text appears to be a single, coherent question or statement, albeit somewhat incomplete or unclear. Therefore, it is preserved as a single chunk."
27,7," The wind blows west on electric train routes east, in which cardinal direction does the smoke front locomotive blow? West.","Chunk 1:
The wind blows west on electric train routes east, in which cardinal direction does the smoke front locomotive blow?

Chunk 2:
West."
27,8," If you have only one edge and you walk into a dark room where there is an eye lamp and you speak red, which thing would you light first? Eye lamp?","Chunk 1:
If you have only one edge and you walk into a dark room where there is an eye lamp and you speak red, which thing would you light first?

Chunk 2:
Eye lamp?"
27,9, Would it be ethical for a man to marry the sister of his widow?,"Chunk 1:
Would it be ethical for a man to marry the sister of his widow?"
27,10, Which sentence is called the York of the NL Carbide? The York of the NL is white. B.,"Chunk 1:
Which sentence is called the York of the NL Carbide?

Chunk 2:
The York of the NL is white.

Chunk 3:
B."
28,1," Two windows. I Taktu Elsa, I'm a Tora.","Chunk 1:
Two windows.

Chunk 2:
I Taktu Elsa, I'm a Tora."
28,2, Second place.,"Chunk 1:
Second place."
28,3," The survivors do not worry. Oh,","Chunk 1:
The survivors do not worry.

Chunk 2:
Oh,"
28,4," It's a coconut tree, not a banana tree. Thank you.","Chunk 1:
It's a coconut tree, not a banana tree.

Chunk 2:
Thank you."
28,5, so Pink.,"Chunk 1:
so Pink."
28,6, oh One.,"Chunk 1:
oh One."
28,7," It's an electric train has no smoke. Oh, wow.","Chunk 1:
It's an electric train

Chunk 2:
has no smoke

Chunk 3:
Oh, wow"
28,8," If you have only one match and you walk in the dark room where there is an oil lamp, a newspaper and wood, which thing would you light first? The switch. the switch the switch lamp","Chunk 1:
If you have only one match and you walk in the dark room where there is an oil lamp, a newspaper and wood, which thing would you light first?

Chunk 2:
The switch. 

Chunk 3:
the switch the switch lamp"
28,9, Will it be ethical for a man to marry the sister of his widow? yes,"Chunk 1:
Will it be ethical for a man to marry the sister of his widow?

Chunk 2:
yes"
28,10," Which sentence is correct? The yolk of the egg are white. Or B, the yolk of the egg is white. B, B.","Chunk 1:
Which sentence is correct?

Chunk 2:
The yolk of the egg are white.

Chunk 3:
Or B, the yolk of the egg is white.

Chunk 4:
B, B."
29,1," Mary's father has five daughters but no sons. Nana, Nene, Nini, Nono. What is the fifth daughter's name probably? Mary?","Chunk 1:
Mary's father has five daughters but no sons.

Chunk 2:
Nana, Nene, Nini, Nono.

Chunk 3:
What is the fifth daughter's name probably?

Chunk 4:
Mary?"
29,2," If you were running a race and you passed the person in the second place, what place would you be in now? I think if I passed the person I would be in the first in the second place","Chunk 1:
If you were running a race and you passed the person in the second place, what place would you be in now?

Chunk 2:
I think if I passed the person I would be in the first in the second place"
29,3," It's a stormy night and the plane takes off from JFK Airport in New York. The storm worsens and the plane crashes half lands in the United States, the other half lands in Canada. In which country do you bury the survivors by desert survivors in in the united states","Chunk 1:
It's a stormy night and the plane takes off from JFK Airport in New York.

Chunk 2:
The storm worsens and the plane crashes half lands in the United States, the other half lands in Canada.

Chunk 3:
In which country do you bury the survivors by desert survivors in in the united states"
29,4," A monkey, a squirrel and a bird are racing to the top of a coconut tree. Who will get the better of the first, the monkey, the squirrel or the bird? Um... The monkey?","Chunk 1:
A monkey, a squirrel and a bird are racing to the top of a coconut tree.

Chunk 2:
Who will get the better of the first, the monkey, the squirrel or the bird?

Chunk 3:
Um...

Chunk 4:
The monkey?"
29,5," In a one-story pink house there was a pink person, a cat, a pink fish, and a pink computer, pink chair, pink table, and pink telephone, pink shower, everything was so pink. What colors were the stairs probably? One-story pink house. Pink.","Chunk 1:
In a one-story pink house there was a pink person, a cat, a pink fish, and a pink computer, pink chair, pink table, and pink telephone, pink shower, everything was so pink.

Chunk 2:
What colors were the stairs probably?

Chunk 3:
One-story pink house.

Chunk 4:
Pink."
29,6, How many of each animal did Moses put on the ark? Twelve? One? One.,"Chunk 1:
How many of each animal did Moses put on the ark?

Chunk 2:
Twelve?

Chunk 3:
One?

Chunk 4:
One."
29,7, The wind blows west and electric train winds east in which cardinal direction does the smoke from the locomotive blow. The wind blows west. In which cardinal direction? The wind blows. What? Mist.,"Chunk 1:
The wind blows west and electric train winds east in which cardinal direction does the smoke from the locomotive blow.

Chunk 2:
The wind blows west.

Chunk 3:
In which cardinal direction?

Chunk 4:
The wind blows.

Chunk 5:
What?

Chunk 6:
Mist."
29,8," If you have only one match and you walk into a dark room where there is an old lamp, a newspaper and a wood, which thing would you like first? A wood.","Chunk 1:
If you have only one match and you walk into a dark room where there is an old lamp, a newspaper and a wood, which thing would you like first?

Chunk 2:
A wood."
29,9, Would it be ethical for a man to marry the sister? It would be ethical as there are no family bondings.,"Chunk 1:
Would it be ethical for a man to marry the sister?

Chunk 2:
It would be ethical as there are no family bondings."
29,10, We send this the egg of the egg. The egg. The egg. The eggs. The eggs. The eggs.,"Chunk 1:
We send this the egg of the egg.

Chunk 2:
The egg.

Chunk 3:
The egg.

Chunk 4:
The eggs.

Chunk 5:
The eggs.

Chunk 6:
The eggs."
30,1," Mary's father has five daughters but no sons. Nana, Nin, Ninni, Nono. What is the fifth daughters name probably? A-E-I-O-U-S-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-","Chunk 1:
Mary's father has five daughters but no sons.

Chunk 2:
Nana, Nin, Ninni, Nono.

Chunk 3:
What is the fifth daughters name probably?

Chunk 4:
A-E-I-O-U-S-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N-N"
30,2," If you were running a race and you passed the person in second place, what place would you be in now? First surely? Pass the person in second place, yeah first.","Chunk 1:
If you were running a race and you passed the person in second place, what place would you be in now?

Chunk 2:
First surely?

Chunk 3:
Pass the person in second place, yeah first."
30,3," It's a stormy night and a plane takes off from JFK Airport in New York. The storm worsens and the plane crashes half lands in the United States, the other US half in Canada. Which survivors? Oh you don't? Because they're survivors? Nú kom spelt.","Chunk 1:
It's a stormy night and a plane takes off from JFK Airport in New York.

Chunk 2:
The storm worsens and the plane crashes half lands in the United States, the other US half in Canada.

Chunk 3:
Which survivors?

Chunk 4:
Oh you don't?

Chunk 5:
Because they're survivors?

Chunk 6:
Nú kom spelt."
30,4," At any point? A monkey, squirrel and a bird are racing to the top of a coconut tree. Who will get the banana first, the monkey or the squirrel or the bird? They won't because it's a coconut tree.","Chunk 1:
At any point?

Chunk 2:
A monkey, squirrel and a bird are racing to the top of a coconut tree.

Chunk 3:
Who will get the banana first, the monkey or the squirrel or the bird?

Chunk 4:
They won't because it's a coconut tree."
30,5," In a one-story pink house there was a pink person, a pink cat, a pink fish, a pink computer, a pink chair, a pink table, a pink telephone, a pink shower, everything was pink. What colour were the stairs, probably? I would say pink, but this is probably a trick question. One story. Now, I'm guessing this study is American, and I know,'m in the UK and I know you do like stories and flaws different here. I think in America one story means it means it's like a bungalow sort of thing I think so I'm gonna say it didn't have any stairs","Chunk 1:
In a one-story pink house there was a pink person, a pink cat, a pink fish, a pink computer, a pink chair, a pink table, a pink telephone, a pink shower, everything was pink.

Chunk 2:
What colour were the stairs, probably? I would say pink, but this is probably a trick question.

Chunk 3:
One story.

Chunk 4:
Now, I'm guessing this study is American, and I know,'m in the UK and I know you do like stories and flaws different here.

Chunk 5:
I think in America one story means it means it's like a bungalow sort of thing I think so I'm gonna say it didn't have any stairs"
30,6," How many of each animal did Moses put on the ark? He didn't, because that was Noah.","Chunk 1:
How many of each animal did Moses put on the ark?

Chunk 2:
He didn't, because that was Noah."
30,7," The wind blows west. An electric train runs east. In which cardinal direction does the smoke from the locomotive blow? I don't know what it means by cardinal direction. So the wind's going west. Train's running east. It'll go west, won't it?","Chunk 1:
The wind blows west. An electric train runs east. In which cardinal direction does the smoke from the locomotive blow?

Chunk 2:
I don't know what it means by cardinal direction.

Chunk 3:
So the wind's going west. Train's running east. It'll go west, won't it?"
30,8, If you only have one match and you walk into a dark room where there's an oil lamp a newspaper and wood what which thing would you like first the match I've read something like this before I mean that sort of puzzle,"Chunk 1:
If you only have one match and you walk into a dark room where there's an oil lamp a newspaper and wood

Chunk 2:
what which thing would you like first the match

Chunk 3:
I've read something like this before

Chunk 4:
I mean that sort of puzzle"
30,9," Would it be ethical for a man to marry the sister of his widow? Yeah, I should think so because his partner died and his partner's sister won't be any blood relation to him.","Chunk 1:
Would it be ethical for a man to marry the sister of his widow?

Chunk 2:
Yeah, I should think so because his partner died and his partner's sister won't be any blood relation to him."
30,10, Which sentence is correct? The yolk of the egg is white.,"Chunk 1:
Which sentence is correct?

Chunk 2:
The yolk of the egg is white."
31,1," Mary's father has five daughters, but no sons. Nanny, nanny, nanny, nanny, nanny, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no's father. I'm kind of stumped. Five daughters, no sons. Oh, hey. So, is it, give me a second to do if it's like skipping alphabetically. Thank you. so","Chunk 1:
Mary's father has five daughters, but no sons.

Chunk 2:
Nanny, nanny, nanny, nanny, nanny, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no's father.

Chunk 3:
I'm kind of stumped.

Chunk 4:
Five daughters, no sons.

Chunk 5:
Oh, hey.

Chunk 6:
So, is it, give me a second to do if it's like skipping alphabetically.

Chunk 7:
Thank you.

Chunk 8:
so"
31,2, You're running a race and pass the person in second place what What place would you be in first? Now you be in second place. Whoopsie.,"Chunk 1:
You're running a race and pass the person in second place what 

Chunk 2:
What place would you be in first? 

Chunk 3:
Now you be in second place. 

Chunk 4:
Whoopsie."
31,3," Storm worsens and the plane crashes. Half land in the United States, the other half land in Canada. In which country do you bury those survivors? In the country they were citizens.","Chunk 1:
Storm worsens and the plane crashes.

Chunk 2:
Half land in the United States, the other half land in Canada.

Chunk 3:
In which country do you bury those survivors?

Chunk 4:
In the country they were citizens."
31,4, a usb a monkey squirrel and a bird are racing to the top of a coconut tree who will get the banana first the monkey the squirrel or the bird bird bird,"Chunk 1:
a usb 

Chunk 2:
a monkey squirrel and a bird are racing to the top of a coconut tree 

Chunk 3:
who will get the banana first 

Chunk 4:
the monkey the squirrel or the bird 

Chunk 5:
bird bird bird"
31,5," In a one-story pink house there was a pink person, a pink cat, a pink fish, a pink computer, a pink chair, a pink table, a pink telephone, a pink shower, everything was pink. What color were the stairs probably? Pink, but I feel like it's gonna be something else let me think is it something else i mean uh maybe brown","Chunk 1:
In a one-story pink house there was a pink person, a pink cat, a pink fish, a pink computer, a pink chair, a pink table, a pink telephone, a pink shower, everything was pink.

Chunk 2:
What color were the stairs probably?

Chunk 3:
Pink, but I feel like it's gonna be something else let me think is it something else i mean uh maybe brown"
31,6, How many of each animal did Moses put on the ark? Two of each animal.,"Chunk 1:
How many of each animal did Moses put on the ark?

Chunk 2:
Two of each animal."
31,7, The wind blows west and the electric train runs east. In which carnal direction does the smoke from the Lodomo... Lodomo... So... Never eat soggy waffles. You have... Never eat soggy waffles. have never eats so you waffle so west and the train is no smoke it's,"Chunk 1:
The wind blows west and the electric train runs east.

Chunk 2:
In which carnal direction does the smoke from the Lodomo... 

Chunk 3:
Lodomo... 

Chunk 4:
So... 

Chunk 5:
Never eat soggy waffles.

Chunk 6:
You have... 

Chunk 7:
Never eat soggy waffles.

Chunk 8:
have never eats so you waffle so west and the train is no smoke it's"
31,8," If you have only one match and you walk into a dark room where there is an oil lamp, a newspaper, and wood, which thing would you light first? Um, the... lamp. The...","Chunk 1:
If you have only one match and you walk into a dark room where there is an oil lamp, a newspaper, and wood, which thing would you light first?

Chunk 2:
Um, the... lamp.

Chunk 3:
The..."
31,9," Would it be ethical for a man to marry the sister of his widow? Huh. It's weird, but I don't see why not. Yeah.","Chunk 1:
Would it be ethical for a man to marry the sister of his widow?

Chunk 2:
Huh.

Chunk 3:
It's weird, but I don't see why not.

Chunk 4:
Yeah."
31,10, which sentence is correct the yellow the yolk of the egg are white the yolk of the egg is white B is correct,"Chunk 1:
which sentence is correct

Chunk 2:
the yellow the yolk of the egg are white

Chunk 3:
the yolk of the egg is white

Chunk 4:
B is correct"
32,1," Mary's father has five daughters but no sons Nana, Nene, Nene, Nene, Nono What is the fifth daughter's name probably? Also it's going to be Nunu","Chunk 1:
Mary's father has five daughters but no sons

Chunk 2:
Nana, Nene, Nene, Nene, Nono

Chunk 3:
What is the fifth daughter's name probably?

Chunk 4:
Also it's going to be Nunu"
32,2," If you were running a race and you passed the person in second place, what place would you be in now? So I would have been in third. I've passed the person in second place, which would then make me in second place. Yeah, so I'd be in second place yeah so i'd be in second place","Chunk 1:
If you were running a race and you passed the person in second place, what place would you be in now?

Chunk 2:
So I would have been in third.

Chunk 3:
I've passed the person in second place, which would then make me in second place.

Chunk 4:
Yeah, so I'd be in second place

Chunk 5:
yeah so i'd be in second place"
32,3," Replacing them. It's a stormy night and a plane takes off from JFK airport in New York. The storm worsens and the plane crashes half. Half lands in the United States. The other half lands in Canada. In which country do you bury the survivors? Well, I suppose it depends on how you class... Hang on. You wouldn't bury the survivors, you'd only bury the dead people so it's a trick question so you wouldn't bury the survivors","Chunk 1:
Replacing them. It's a stormy night and a plane takes off from JFK airport in New York.

Chunk 2:
The storm worsens and the plane crashes half. Half lands in the United States. The other half lands in Canada.

Chunk 3:
In which country do you bury the survivors?

Chunk 4:
Well, I suppose it depends on how you class...

Chunk 5:
Hang on.

Chunk 6:
You wouldn't bury the survivors, you'd only bury the dead people so it's a trick question so you wouldn't bury the survivors"
32,4," A monkey, a squirrel and a bird are racing to the top of a coconut tree. Who will get the banana first? The monkey, the squirrel or the bird? Monkey and a squirrel and a bird are racing to the top of a coconut tree. Who will get the banana first? While they're racing to the top of a coconut tree, not a banana tree. So again, it's a trick question. So erasing to the top of a of tree, not of the nitrate.","Chunk 1:
A monkey, a squirrel and a bird are racing to the top of a coconut tree. Who will get the banana first? The monkey, the squirrel or the bird?

Chunk 2:
Monkey and a squirrel and a bird are racing to the top of a coconut tree. Who will get the banana first?

Chunk 3:
While they're racing to the top of a coconut tree, not a banana tree.

Chunk 4:
So again, it's a trick question.

Chunk 5:
So erasing to the top of a of tree, not of the nitrate."
32,5," In a one-storey pink house, there was a pink person, a pink cat, a pink fish, a pink computer, a pink chair, a pink table, a pink telephone, a pink shower. Everything was pink. What colour were the stairs probably? It's a one-storey house, so there is no stairs. There's no stairs. I will be beating.","Chunk 1:
In a one-storey pink house, there was a pink person, a pink cat, a pink fish, a pink computer, a pink chair, a pink table, a pink telephone, a pink shower. Everything was pink.

Chunk 2:
What colour were the stairs probably?

Chunk 3:
It's a one-storey house, so there is no stairs.

Chunk 4:
There's no stairs.

Chunk 5:
I will be beating."
32,6, How many of each animal did Moses put on the ark?,"Chunk 1:
How many of each animal did Moses put on the ark?"
32,7," It wasn't Moses, it was Noah. The wind blows west. An electric train winds east. In which cardinal direction does the smoke from the locomotive blow? There is no smoke because it's an electric train.","Chunk 1:
It wasn't Moses, it was Noah.

Chunk 2:
The wind blows west.

Chunk 3:
An electric train winds east.

Chunk 4:
In which cardinal direction does the smoke from the locomotive blow?

Chunk 5:
There is no smoke because it's an electric train."
32,8," If you have only one match and you walk into a dark room where there is an oil lamp, a newspaper and wood, which thing would you light first? The oil lamps? I don't think oil lamps need to be lit. Although you could light the newspaper, use that to light the oil lamp and the wood. I'm going to go newspaper.","Chunk 1:
If you have only one match and you walk into a dark room where there is an oil lamp, a newspaper and wood, which thing would you light first?

Chunk 2:
The oil lamps? I don't think oil lamps need to be lit.

Chunk 3:
Although you could light the newspaper, use that to light the oil lamp and the wood.

Chunk 4:
I'm going to go newspaper."
32,9," Would it be ethical for a man to marry the sister of his widow? Not really, it is a new one.","Chunk 1:
Would it be ethical for a man to marry the sister of his widow?

Chunk 2:
Not really, it is a new one."
32,10," Which sentence is correct? A. The yolk of the egg are white. Or B. The yolk of the egg is white. Okay, so technically, B is grammatically correct because it is white. Or hypothetically, well, realistically, the yolk of the egg is yellow. And D is grammatically correct, but in reality, the yolk of the egg is yellow, not much.","Chunk 1:
Which sentence is correct? A. The yolk of the egg are white. Or B. The yolk of the egg is white.

Chunk 2:
Okay, so technically, B is grammatically correct because it is white.

Chunk 3:
Or hypothetically, well, realistically, the yolk of the egg is yellow.

Chunk 4:
And D is grammatically correct, but in reality, the yolk of the egg is yellow, not much."
33,1," Mary's father has five daughters, but no sons. Nana, Nini, Nini, Nono. What is the fifth daughter's name, probably? This looks like right away vowels, so A-E-I-O-U. So I would guess the fifth daughter's name is nunu this actually made me think of a uh kid song from when i was a kid by a canadian singer called fred penner and he had a song called bananas and benonos so it went through the vowels it was like a like a eight eight eight eight apples and bananas and eb t e t e e apples and bananas I like to I I I apples and bananas so that's what it made me think right away so my response is new new","Chunk 1:
Mary's father has five daughters, but no sons. Nana, Nini, Nini, Nono.

Chunk 2:
What is the fifth daughter's name, probably?

Chunk 3:
This looks like right away vowels, so A-E-I-O-U.

Chunk 4:
So I would guess the fifth daughter's name is nunu

Chunk 5:
this actually made me think of a uh kid song from when i was a kid by a canadian singer called fred penner and he had a song called bananas and benonos

Chunk 6:
so it went through the vowels it was like a like a eight eight eight eight apples and bananas and eb t e t e e apples and bananas

Chunk 7:
I like to I I I apples and bananas

Chunk 8:
so that's what it made me think right away

Chunk 9:
so my response is new new"
33,2," If you were running a race and you passed the person in second place, what place would you be in now? So immediately I think, ooh, trick question. If you were passing the person who's in second place, you're now in second place, so you would be second. And I also had an image of just sort of my dad running, because he runs a lot, and somebody with a a bib with a number. That's kind of what I thought about. So my response is second place.","Chunk 1:
If you were running a race and you passed the person in second place, what place would you be in now?

Chunk 2:
So immediately I think, ooh, trick question.

Chunk 3:
If you were passing the person who's in second place, you're now in second place, so you would be second.

Chunk 4:
And I also had an image of just sort of my dad running, because he runs a lot, and somebody with a a bib with a number.

Chunk 5:
That's kind of what I thought about.

Chunk 6:
So my response is second place."
