subject_id,question,chunk_number,chunk_text,start_time,end_time
22,4,2,"Who will get the banana first? The monkey, the squirrel or the bird?",8.202,12.808
22,4,3,"A monkey, a squirrel and a bird.",16.193,18.015
22,4,4,They're all capable of getting there first but I suppose the monkey might be more interested in the banana.,19.798,30.072
22,4,5,So I think probably the monkey although the squirrel is very fast and could get to the top of the tree really quick the bird could fly up there but monkeys are very agile and they do like bananas so I would be going for the monkey.,30.052,47.217
22,5,1,"In a one-storey pink house, there was a pink person, a pink cat, a pink fish, a pink computer, a pink chair and a pink table, a pink telephone, a pink shower. Everything was pink.",1.702,14.736
22,5,2,What colour were the stairs probably?,15.638,18.546
22,5,3,well at first I was going to say that the stairs would be pink probably because everything else is pink,21.209,28.92
22,5,4,but then I remembered it was a one-story house so therefore there wouldn't actually have been any stairs,29.441,36.51
22,5,5,so they would probably be pink if there were any stairs in there but there weren't any stairs,38.854,47.706
22,6,1,How many of each animal did Moses put on the ark?,1.853,10.041
22,6,2,"Well, yeah, at first I was going to say it was not Moses who was on the ark.",11.438,19.969
22,6,3,It was Noah.,20.069,20.99
22,6,4,"But I suppose if Moses had gone along with Noah and just hadn't been mentioned, then he would have put two on.",21.932,31.083
22,6,5,"But yeah, I'm going to go with what I thought that Moses wasn't there and he didn't put any animals on the ark.",31.163,40.095
22,7,1,The wind blows west. An electric train runs east. In which cardinal direction does the smoke from the locomotive blow?,1.702,11.997
22,7,2,"Okay, well I've heard this one before. It's an old one.",12.658,16.023
22,7,3,Which is to make you think it's like a steam train and gives out smoke.,16.083,23.153
22,7,4,"But modern trains, I guess, locomotives don't actually give out any smoke.",23.173,30.544
22,7,5,The answer would be there's no smoke. I guess.,31.823,40.956
22,8,1,"If you only have one match and you walk into a dark room where there is an oil lamp, a newspaper and wood, which thing would you light first?",1.921,13.638
22,8,2,"I've only got one match and an oil lamp, a newspaper and wood.",19.867,25.455
22,8,3,Well I guess I'd light the oil lamp first.,25.935,30.662
22,8,4,"But wait a minute, do they mean you have to light the match first before you can light any of the other things?",34.237,41.27
22,8,5,"Yeah, I think I'll go with that actually that I would light the match first because this question is making you think that they want you to light the oil lamp first.",42.231,52.67
22,8,6,"Okay, so I'm going for match.",52.69,54.253
22,9,1,"Would it be ethical for a man to marry the sister of his widow?  His partner, his wife, who's just died.",1.735,31.75
22,9,2,"So that would be his wife's sister, isn't it?",31.77,37.539
22,9,3,"Actually, I don't really understand this question.",37.559,40.304
22,9,4,A man to marry the sister of his widow.,41.706,45.753
22,9,5,Wait a minute.,47.556,48.577
22,9,6,"A widow's a woman, isn't it?",48.758,50.681
22,9,7,A man to marry the sister of his widow.,50.701,54.507
22,9,8,"Well, I think his wife's sister would be alright to marry, I'm thinking, but yes, so I'm going to go for yes.",56.09,69.194
22,9,9,But I'm not quite sure whether I have understood the question properly.,69.214,73.288
22,10,1,which sentence is correct? A the yolk of the egg are white or B the yolk of the egg is white,1.769,13.365
22,10,2,right the first one doesn't sound right the yolk is a singular thing so it should be the yolk of the egg is white,14.915,26.613
22,10,3,it would need to be the yolks of the eggs are white so the subject and the verb don't agree in the first one,27.434,37.369
22,10,4,so I'm going for the,37.39,39.673
23,2,1,And first...,1.752,3.376
23,3,1,"Yes, I...",2.883,3.883
23,4,1,Bird.,0.335,2.937
23,5,1,It's a pink.,2.748,3.832
23,6,1,Two.,1.651,3.612
23,7,1,The wind goes west and African-French.,0.47,6.979
23,7,2,I have a...,17.873,19.035
23,8,1,I've known a newspaper.,1.651,17.582
23,8,2,"No, no.",17.622,19.886
23,8,3,Newspaper.,21.389,21.87
23,9,1,would be menaces yes,1.145,14.108
23,10,1,Which sentence is correct?,1.077,2.52
23,10,2,The joke of the eggs are right?,2.54,4.042
23,10,3,The joke of the egg.,4.263,7.869
23,10,4,Egg?,8.29,8.611
23,10,5,I don't know.,9.092,9.673
23,10,6,I think beef.,13.119,14.682
24,1,1,ARE YOU KIDDING ME?!,0.723,6.488
24,1,2,Mary's father had five daughters with no sons.,6.508,10.272
24,1,3,"Nana, Nino, Nini, Nini, Nono, what is the fifth daughter's name probably?",12.574,16.398
24,1,4,RAH!,27.909,28.249
24,2,1,first place.,3.895,5.755
24,3,1,USA.,9.937,10.514
24,4,1,burned.,4.132,4.558
24,5,1,Thank you.,7.439,7.783
24,6,1,to.,3.743,4.187
24,7,1,electric trains don't normally smoke,9.194,11.509
24,8,1,Only the lamp.,5.617,6.211
24,9,1,Yes.,4.908,5.975
24,10,1,Me.,9.413,9.74
25,1,1,"No, no. No, no.",11.945,18.985
25,2,1,in the second place,6.005,7.443
25,3,1,I don't know.,31.908,32.671
25,4,1,the monkey,14.476,15.846
25,5,1,pink.,15.877,16.22
25,6,1,two annuals.,6.14,7.274
25,7,1,it's electric,15.995,23.224
25,7,2,it's electric,23.987,24.79
25,8,1,Oil lamp.,17.598,18.598
25,9,1,Yes.,7.287,7.849
25,10,1,B,8.485,17.5
26,1,1,Nunu Nunu,18.509,23.338
26,2,1,"If you were running a race and you passed the person in second place, what place would you be now?",10.679,16.467
26,2,2,First...,17.934,18.597
26,3,1,It's a stormy night and a plane takes off from JFK Airport in New York.,0.031,4.756
26,3,2,The storm worsens and the plane crashes.,5.276,7.378
26,3,3,Half lands in the US and the other half lands in Canada.,8.139,11.803
26,3,4,In which country do you bury the survivors?,12.604,15.006
26,3,5,Would you not bury them where they're from?,18.45,20.592
26,3,6,Bury the survivors.,20.612,25.617
26,4,1,"A monkey, a squirrel and a bird are racing to the top of a coconut tree.",0.031,3.435
26,4,2,"Who will get the banana first, the monkey, the squirrel or the bird?",3.975,7.679
26,4,3,Race to the top of a coconut tree.,9.701,12.824
26,4,4,It's called a bird.,13.645,15.227
26,4,5,Bird.,20.813,21.514
26,4,6,Because it's able to fly.,22.535,27.58
26,4,7,Is that not racing racing?,27.6,29.582
26,4,8,I think the bird.,29.697,30.393
26,5,1,"In a one story pink house there's a pink person, a pink cat, a pink fish, a pink computer, a pink chair, a pink table, pink telephone, pink shower, everything is pink.",0.031,8.749
26,5,2,What colour were the stairs probably?,9.49,11.695
26,5,3,Probably pink.,13.919,15.222
26,6,1,How many of each animal did Moses put on the ark to?,0.52,4.708
26,7,1,An electric train runs east.,0.031,3.357
26,7,2,In which cardinal direction does the smoke from the locomotive blow?,3.377,7.885
26,7,3,"So the wind's running east, the wind's running west.",9.828,17.301
26,7,4,The smoke would also blow west.,19.966,24.233
26,8,1,"If you have one in one match and you walk into a dark room where there's an oil lamp, newspaper and wood, which thing would you light first?",0.672,10.446
26,8,2,"You walk into a dark room, so you need the oil lamp and then you can light the things in the oil lamp.",10.807,20.08
26,8,3,You need to be able to see to do that sort of oil lamp.,20.1,22.343
26,9,1,sister of his widow,3.035,5.649
26,9,2,"Yes, ethical",6.574,9.389
26,9,3,She's a guy,9.409,10.193
26,10,1,Which sentence is correct? The yolk of the egg are white or the yolk of the egg is white.,0.419,8.472
26,10,2,The yolk of the egg is yellow.,10.114,14.18
26,10,3,The yolk of the egg is B.,14.2,17.145
27,1,1,"Nice, Mary.",1.803,3.106
27,2,1,"If you were running a race and you passed the person in the second place, what place would you be in?",3.136,11.909
27,2,2,First place?,11.929,12.893
27,3,1,It's a stormy night and the plane takes off from JFK airport in New York.,1.803,8.156
27,3,2,The storm wars and the plane crashes half lands in the United States.,9.057,15.991
27,3,3,The other half lands in Canada.,17.033,19.518
27,3,4,In which country do you bury the survivors?,19.779,24.047
27,4,1,"A monkey, a squirrel and a bird are racing to the top of the coconut tree.",0.031,5.81
27,4,2,"We will get to the first monkey, a squirrel and a bird.",5.83,11.83
27,5,1,"In a one-story pink house there was a pink person, a pink cat, a pink fish, a pink computer, a pink chair, a pink table, a pink shower, everything was pink.",0.031,15.761
27,5,2,What color were the stairs probably? Pink?,16.462,21.752
27,6,1,How many of each animal did bosses put on the ark? Every,2.258,13.129
27,7,1,The wind blows west on electric train routes east.,0.031,5.788
27,8,1,"If you have only one edge and you walk into a dark room where there is an eye lamp and a newspaper and wood, which thing would you light first?",0.031,24.591
27,8,2,Eye lamp?,24.611,24.992
27,10,1,like this white,6.562,7.983
28,1,1,Two windows.,0.352,11.522
28,1,2,Two windows.,14.304,29.498
28,1,3,the shape of your face.,30.507,32.08
28,2,1,Second place.,9.312,10.379
28,3,1,The survivors do not bore it.,19.353,28.08
28,4,1,"It's a coconut tree, not a banana tree.",28.499,31.438
28,5,1,Pink.,31.081,40.753
28,6,1,okay,5.819,15.593
28,6,2,One.,39.181,39.659
28,7,1,It's an electric train has no smoke.,2.073,14.023
28,8,1,"If you have only one match and you walk in a dark room where there is an oil lamp, a newspaper, and wood, which thing would you light first?",15.725,34.095
28,8,2,If you have only one match.,41.086,42.508
28,8,3,One match.,43.501,44.122
28,8,4,And you walk into a dark room.,45.883,47.605
28,8,5,The switch.,48.786,62.339
28,8,6,The switch lamp.,69.386,70.167
28,9,1,Will it be ethical for a man to marry the sister of his widow?,12.215,18.185
28,9,2,Yes.,34.292,34.813
28,10,1,Which sentence is correct?,8.317,15.009
28,10,2,The yolk of the egg are white.,15.51,18.315
28,10,3,"Or B, the yolk of the egg is white.",18.756,22.383
28,10,4,B.,25.589,26.19
29,1,1,Mary's father has five daughters but no sons.,8.317,11.744
29,1,2,"Nana, Nene, Nini, Nono.",12.426,14.891
29,1,3,What is the fifth daughter's name probably?,15.472,19.601
29,1,4,Mary?,21.224,21.685
29,2,1,"If you were running a race and you passed the person in the second place, what place would you be in now?",2.984,11.438
29,2,2,"I think if I passed the person, I would be in the second place.",15.785,26.663
29,3,1,It's a stormy night and the plane takes off from JFK Airport in New York.,2.242,7.228
29,3,2,The storm worsens and the plane crashes half lands in the United States.,7.329,12.776
29,3,3,The other half lands in Canada.,13.356,15.199
29,3,4,In which country do you bury the survivors?,15.779,22.528
29,3,5,by Desert Survivors in the United States.,30.355,50.288
29,4,1,"A monkey, a squirrel and a bird are racing to the top of a coconut tree.",1.988,6.354
29,4,2,Who will get the bed at first?,6.995,8.618
29,4,3,"The monkey, the squirrel or the bird?",8.678,10.821
29,4,4,The monkey?,20.875,21.516
29,5,1,"In a one-story pink house, there was a pink person, a cat, a pink cat, a pink fish, and a pink computer, a pink chair, a pink table, a pink telephone, a pink shower.",1.617,11.868
29,5,2,Everything was a pink.,12.408,13.469
29,5,3,"What colors were the stairs, probably?",13.99,19.456
29,5,4,One-story pink house.,25.482,27.424
29,5,5,Uh...,31.288,31.388
29,5,6,I think.,32.482,33.616
29,6,1,How many of each animal did Moses put on the ark?,1.465,12.9
29,6,2,Twelve?,25.997,26.778
29,6,3,One?,28.561,29.121
29,6,4,One.,29.141,29.582
29,7,1,The wind blows west and electric strain runs east in which cardinal direction does the smoke from the locomotive blow.,0.875,10.911
29,7,2,The wind blows west.,13.155,16.179
29,7,3,In which cardinal direction?,25.134,27.237
29,7,4,The wind blows.,31.013,33.258
29,7,5,Where?,37.848,38.129
29,7,6,Yes.,42.699,43.2
29,8,1,"If you have only one match and you walk into a dark room where there is an overlap, a newspaper and a wood, which thing would you like first?",1.313,9.728
29,8,2,Wood.,22.17,23.052
29,9,1,Would it be ethical for a man to marry the sister?,0.537,3.728
29,9,2,It would be ethical as there are no family bondings.,12.799,19.322
29,10,1,Which centers the yolk of the egg.,1.229,6.797
29,10,2,The yolk.,13.466,14.127
29,10,3,Yolks.,15.048,15.569
29,10,4,B. S. Yolks.,17.892,24.22
29,10,5,They can be multiple of yolks.,24.24,26.123
30,1,1,"Mary's father has five daughters, but no sons.",4.385,10.091
30,1,2,"Nana, Nin, Ninny, Nonno.",12.474,15.997
30,1,3,What is the fifth daughter's name probably?,17.98,19.942
30,1,4,A-E-I-O-U-S-N.,21.543,25.468
30,1,5,"Oh, hang on.",27.029,27.49
30,1,6,Ends with U.,27.85,31.354
30,1,7,Nunu.,33.038,33.587
30,1,8,"Yeah, Nunu.",34.44,35.252
30,2,1,"If you were running a race and you passed the person in second place, what place would you be in now?",0.723,9.243
30,2,2,"First, surely?",9.283,11.689
30,2,3,Pass the person in second place.,12.291,15.298
30,2,4,"Yeah, first.",15.318,16.2
30,3,1,It's a stormy night and a plane takes off from JFK Airport in New York.,0.723,7.333
30,3,2,"The storm worsens and the plane crashes half lands in the United States, the other half lands in Canada.",8.094,16.026
30,3,3,In which country do you bury the survivors?,17.628,19.31
30,3,4,We're so took off from JFK.,22.896,25.78
30,3,5,It lands half in...  US half in Canada.,27.923,31.179
30,3,6,Oh you don't?,34.626,39.136
30,3,7,Because they're survivors?,40.058,51.283
30,4,1,any point a monkey squirrel and a bird are racing to the top of a coconut tree,3.71,12.363
30,4,2,who will get the banana first the monkey or the squirrel or the bird,12.403,16.81
30,4,3,they won't because it's a coconut tree,18.312,21.297
30,5,1,"In a one-story pink house, there was a pink person, a pink cat, a pink fish, a pink computer, a pink chair, a pink table, a pink telephone, a pink shower, everything was pink.",1.212,9.904
30,5,2,"What colour were the stairs, probably? I would say pink, but this is probably a trick question.",10.004,15.913
30,5,3,One story.,15.953,18.497
30,5,4,"Now, I'm guessing this story is American, and I know, and I'm in the UK, and I know you  two like stories and flaws different here um so one story one story house i think in america one story means it means it's like a bungalow sort of thing i think so i'm gonna say it didn't have any stairs",18.597,55.857
30,6,1,How many of each animal did Moses put on the ark?,1.178,3.499
30,6,2,He didn't because that was Noah.,3.983,6.042
30,7,1,The wind blows west. The wind blows west. An electric train runs east. In which cardinal direction does the smoke from the locomotive blow?,1.212,16.547
30,7,2,I don't know what it means by cardinal direction.,16.587,19.91
30,7,3,"So the wind's going west. The train's running east. It'll go west, won't it?",21.091,27.878
30,8,1,"If you only have one match and you walk into a dark room where there's an oil lamp, a newspaper and wood, which thing would you like first?",1.398,7.891
30,8,2,The match.,10.657,11.118
30,8,3,I've read something like this before.,11.478,13.202
30,8,4,"I mean, that sort of puzzle.",13.222,15.306
30,9,1,Would it be ethical for a man to marry the sister of his widow?,1.027,3.752
30,9,2,A man to marry the sister of his widow?,3.772,8.642
30,9,3,"Yeah, I should think so, because his partner's died and his partner's sister won't be any blood relation to him.",8.682,21.246
30,10,1,"Which sentence is correct? The yolk of the egg or white, or B, the yolk of the egg is white.",1.499,7.771
30,10,2,"Okay, the yolk of the egg, the yolk of the egg or white, or the yolk, oh, the yolk of the egg is white, B.",9.334,19.052
31,1,1,"Mary's father has five daughters, but no sons. Nanny, nanny, nanny, nanny, no, no, no. What is the fifth daughter's name problem? Please remember to read aloud and say everything that comes to mind.",2.731,26.357
31,1,2,"Um...  Mary's father, I'm kind of stumped. Five daughters, no sons.",26.378,42.37
31,1,3,"Oh, hey. So is it, give me a second to do if it's like skipping alphabetically.",43.212,51.132
31,1,4,so and,73.015,79.515
31,2,1,You're running a race and passed the person in second place.,3.052,7.439
31,2,2,What? What place would you be in now?,8.0,13.169
31,2,3,First.,13.91,14.251
31,2,4,"No, you'd be in second place.",27.092,28.194
31,2,5,Whoopsie.,28.214,28.755
31,3,1,The storm worsens and the plane crashes.,2.562,10.152
31,3,2,"Half land in the United States, the other half land in Canada.",10.973,16.5
31,3,3,In which country do you bury those survivors?,16.56,20.265
31,3,4,In the country they were born.,24.25,29.397
31,3,5,"Or, or, or, where they are citizens.",33.072,57.257
31,4,1,"A monkey, a squirrel, and a bird are racing to the top of a coconut tree.",2.461,6.91
31,4,2,Who will get the banana first?,6.97,9.415
31,4,3,"The monkey, the squirrel, or the bird?",9.435,11.48
31,4,4,The bird.,11.52,13.303
31,4,5,The bird.,13.323,15.087
31,5,1,"In a one-story pink house, there was a pink person, a pink cat, a pink fish, a pink computer, a pink chair, a pink table, a pink telephone, a pink shower. Everything was pink.",3.929,13.26
31,5,2,"What color were the stairs, probably? Pink, but I feel like it's going to be something else.",14.101,25.435
31,5,3,Let me think.,26.937,27.458
31,5,4,Is it something else?,27.518,28.519
31,5,5,"You know, maybe brown.",34.355,35.996
31,6,1,How many of each animal did Moses put on the ark?,1.972,9.853
31,6,2,Two of each.,11.658,13.804
31,7,1,the wind blows west and the electric train runs east in which carnal direction does the smoke from the Lodomo so never eat soggy waffles you have never eat soggy waffles so west and the train is running,1.938,31.928
31,7,2,"The wind, the wind blows.",38.557,43.504
31,7,3,Yes.,44.986,45.187
31,7,4,It's an electric train.,52.036,53.498
31,7,5,There's no smoke.,64.254,66.437
31,8,1,"If you have only one match and you walk into a dark room where there is an oil lamp, a newspaper, and wood, which thing would you light first?",1.752,16.99
31,8,2,The lamp.,22.636,28.603
31,9,1,Would it be ethical for a man to marry the sister of his widow?,2.107,8.736
31,9,2,"It's weird, but I don't see why not.",8.796,25.677
31,9,3,Yeah.,25.697,26.258
31,10,1,Which sentence is correct?,2.579,3.862
31,10,2,The yolk of the egg are white?,4.223,8.372
31,10,3,The yolk of the egg is white.,9.335,12.041
31,10,4,B is correct.,14.427,17.213
32,1,1,Mary's father has five daughters but no sons.,0.976,4.683
32,1,2,"Nana, Nene, Nene, Nene, Nono.",5.645,10.554
32,1,3,What is the fifth daughter's name probably?,11.335,15.563
32,1,4,Also it's going to be Nunu.,15.603,22.917
32,2,1,"If you were running a race and you passed the person in second place, what place would you be in now?",0.942,9.213
32,2,2,So I would have been in third.,10.474,12.577
32,2,3,"I've passed the person in second place, which would then make me in second place.",14.88,24.532
32,2,4,"Yeah, so I'd be in second place.",26.175,28.097
32,3,1,"replacing them. It's a stormy night and a plane takes off from JFK Airport in New York. The storm worsens and the plane crashes half. Half lands in the United States, the other half lands in Canada. In which country do you bury the survivors?",0.031,23.541
32,3,2,"Well, I suppose it depends on how you class. Hang on.",30.305,37.523
32,3,3,You wouldn't bury the survivors. You're going to bury the dead people.,39.709,43.178
32,3,4,This is a trick question.,44.421,45.664
32,3,5,because he wouldn't bury the survivors.,60.224,61.477
32,4,1,"A monkey, a squirrel and a bird are racing to the top of a coconut tree. Who will get the banana first, the monkey, the squirrel or the bird?",0.79,9.882
32,4,2,Monkey and a squirrel and a bird are racing to the top of a coconut tree. Who will get the banana first?,11.304,19.975
32,4,3,"Well, they're racing to the top of a coconut tree, not a banana tree.",20.496,24.802
32,4,4,"So again, it's a trick question.",25.262,27.405
32,4,5,"Right into the top of the crocodile tree, not a bernard tree.",41.071,45.006
32,5,1,"In a one-storey pink house, there was a pink person, a pink cat, a pink fish, a pink computer, a pink chair, a pink table, a pink telephone, a pink shower. Everything was pink.",0.824,15.285
32,5,2,What colour were the stairs probably?,15.305,18.39
32,5,3,"It's a one-storey house, so there is no stairs.",21.354,24.098
32,5,4,It says to run into a lock or attic.,33.325,44.645
32,5,5,They will be sleeping.,46.047,48.752
32,6,1,How many of each animal did Moses put on the ark?,1.33,10.263
32,6,2,Two.,10.484,10.564
32,7,1,"It wasn't Moses, it was Noah.",0.52,2.043
32,7,2,The wind blows west.,4.767,6.009
32,7,3,An electric train runs east.,6.611,8.874
32,7,4,In which cardinal direction does the smoke from the locomotive blow?,9.916,15.867
32,7,5,There is no smoke because it's an electric train.,18.812,22.999
32,7,6,Okay.,23.019,23.119
32,8,1,"If you have only one match and you walk into a dark room where there is an oil lamp, a newspaper and wood, which thing would you light first?",2.782,14.138
32,8,2,The oil lamps? I don't think oil lamps need to be lit.,20.967,26.815
32,8,3,"Although you could light the newspaper, use that to light the oil lamp and the wood.",30.575,35.944
32,8,4,I'm going to go newspaper.,37.029,38.678
32,9,1,Would it be ethical for a man to marry the sister of his widow?,1.229,6.057
32,9,2,"Not really, it's a bit weird.",6.077,12.208
32,9,3,"It's not legal, but it's not ethical.",16.295,18.158
32,10,1,Which sentence is correct? A. The yolk of the egg are white. Or B. The yolk of the egg is white.,1.938,14.376
32,10,2,"Okay, so technically, B is grammatically correct because it is white.",14.396,20.686
32,10,3,"But hypothetically, well, realistically, the yolk of the egg is yellow.",21.427,26.254
32,10,4,And B is grammatically...,27.796,31.742
32,10,5,"But in reality, the youth of the AECL in 2020.",32.752,46.575
33,2,1,"If you were running a race and you passed the person in second place, what place would you be in now?",2.022,9.129
33,2,2,"So immediately I think, ooh, trick question.",9.349,11.271
33,2,3,"If you were passing the person who's in second place, you're now in second place, so you would be second.",11.291,18.638
33,2,4,And I also had an image of just sort of my dad running because he runs a lot and somebody with a bib with a number.,18.658,27.406
33,2,5,That's kind of what I thought about.,27.446,29.228
33,2,6,So my response is second place.,30.153,37.007
33,3,1,"It's a stormy night and a plane takes off from JFK Airport in New York. The storm worsens and the plane crashes. Half lands in the United States, the other half lands in Canada. In which country would you bury the survivors?",1.027,18.495
33,3,2,"So right away, I've heard this one from when it reminded me of like actually being in elementary school and in a certain classroom where I think I heard this. And it's one of those sort of riddles.",19.42,31.35
33,3,3,"And sadly, this makes me feel terrible to admit this, but I was in gifted class. I'm still not sure what that means.",32.091,39.858
33,3,4,And I remember we had sort of riddles like this we would go through.,40.058,42.86
33,3,5,So in which country would you bury the survivors? Survivors don't need to be buried because they are still alive you wouldn't bury them unless you were a bit sadistic and were trying to kill them to begin with which is potentially something out of something crazy enough to happen in the US so who knows,42.9,69.021
33,3,6,so my response is you wouldn't bury them bury them,69.061,78.469
33,3,7,Not busy though. Sorry.,79.023,81.355
33,4,1,"A monkey, a squirrel, and a bird are racing to the top of a coconut tree. Who will get the banana first? The monkey, the squirrel, or the bird?",0.824,15.525
33,4,2,"Right away, I'm a bit stumped. I'm kind of looking at what's the trick.",18.809,23.936
33,4,3,They're racing to the top of a coconut tree. tree. There's something special about coconut.,24.237,31.048
33,4,4,"Well, a monkey probably wouldn't be in the same climate as a coconut tree. Or sorry, a squirrel, I meant.",31.569,39.837
33,4,5,"And racing. Um, what am I missing? Am I missing something?",39.857,48.926
33,4,6,"A monkey, a squirrel, and a bird are racing to the top of a coconut tree. Well, a bird would fly, so I'm not sure how it would  race.",49.167,58.376
33,4,7,"Who will get the banana first? Monkey, squirrel, or bird? Okay, well, I can't see the trick to this right away, so I'm going to rule out the squirrel, I think, because I can't imagine a squirrel being in the same place a coconut tree was, even though he is racing.",58.836,76.479
33,4,8,"I do think a monkey would probably be faster. And a bird, I guess it depends where they all started.  from.",76.539,88.658
33,4,9,"We don't know that. So I'm going to say, I don't know, or unable to determine. To determine.",90.765,102.28
33,6,1,How many of each animal did Moses put on the ark?,1.128,5.355
33,6,2,"So, two.",8.42,9.562
33,6,3,I think.,11.305,12.226
33,6,4,Have I missed something?,12.988,13.809
33,6,5,That seems very obvious.,13.849,14.931
33,6,6,Yeah.,17.475,18.016
33,6,7,"Two giraffes, two monkeys, two lions, et cetera, et cetera.",19.839,23.846
33,6,8,"So, two.",24.387,24.587
33,7,1,"The wind blows west. Okay, so right away I thought, shit, I'm terrible with directions. Which way is west?",0.672,5.777
33,7,2,"The west is, like, my left hand going to my right. Nope. Right hand. Right hand going to my left.",5.857,16.408
33,7,3,This is why. Okay. An electric train runs east. In which cardinal direction does the smoke from the locomotive blow?,16.488,30.662
33,7,4,"Well, the wind is going to blow the smoke, not the locomotive, so it would blow west?",32.65,38.377
33,7,5,"The wind blows west, and the electric train runs east. Yeah, west.",39.458,52.294
33,7,6,"I missed something. It's going east. And the wind's going west, so I'm trying to imagine.",52.314,59.383
33,7,7,Yeah. West? Have I missed something?,61.388,63.901
33,7,8,I don't think so. West.,63.921,68.023
33,8,1,"If you have only one match and you walk into a dark room where there is an oil lamp, newspaper and wood, which thing would you light first?",1.094,14.61
33,8,2,"Well, I think...  I guess if you walk into a dark room, you can't see where the oil lamp, the newspaper and the wood are.",25.062,38.009
33,8,3,So you would light the match first and hopefully it's a long match and then you can look around for something to light.,38.049,47.703
33,8,4,"Yeah, I think that is what I would do.",50.807,53.351
33,8,5,You would light the match.,53.371,54.793
33,9,1,Would it be ethical for a man to marry the sister of his widow? Um. I always have trouble with the word.,1.094,16.837
33,9,2,So it's basically just. His sister in law.,18.539,22.265
33,9,3,"Oh, wait, his widow. He's the widower. So his widow is.",22.285,30.797
33,9,4,"Hold on, let me think.",32.549,33.39
33,9,5,"Would it be ethical for a man to marry the sister? Well, the man's dead, so I think it would be impossible to give consent.",33.571,45.011
33,9,6,Ethical? I don't know.,46.132,48.957
33,9,7,"But I think for the purposes of this question, we'll say it's not ethical because he is dead.",49.939,53.906
33,9,8,Probably more unwanted than unethical.,55.429,58.033
33,10,1,"Which sentence is correct? A, the yolk of the egg are white, or B, the yolk of the egg is white.",0.858,10.33
33,10,2,"Okay, right away, I'm a proofreader.",10.791,13.134
33,10,3,"So I'm like, have I missed a trick here?",14.616,17.88
33,10,4,"The yolk of, yeah, because yolk is singular, and that is linked to the verb, which is singular.",19.322,27.473
33,10,5,um so that is grammatically correct question but um a yolk of an egg is not white it is yellow,29.36,40.275
33,10,6,so i'm going to put it is grammatically correct b is grammatically correct grammatically correct but,40.295,55.215
33,10,7,"and let's punctuate it with semicolon, oh yeah.",57.743,60.045
33,10,8,"However, it is not literally correct.",60.786,69.335
33,10,9,A is both grammatically incorrect and literally incorrect.,71.818,85.472
33,10,10,"B is grammatically correct, however, it is not literally correct.",87.545,91.193
33,10,11,A is both grammatically incorrect and literally incorrect.,91.213,94.922
34,1,1,Mary's father had five daughters but no sons.,1.533,5.07
34,1,2,"No, no, no, no.",5.09,6.477
34,1,3,What is the fifth daughter name probably?,7.08,10.698
34,1,4,Mary.,12.728,13.089
34,1,5,Mary.,14.275,14.557
34,1,6,Mary.,16.345,16.707
34,2,1,"If you were running a race and you passed the person in second place, what place would you be in now?",1.837,8.991
34,2,2,Second.,9.011,9.351
34,2,3,"If you passed the second, you are second.",9.692,15.002
34,3,1,It's a stormy night and a plane takes off from the AFK airport in New York.,1.027,6.232
34,3,2,The storm worsens and the plane crashes half lands in the United States.,6.573,10.937
34,3,3,The other half lands in Canada.,11.477,13.399
34,3,4,In which country do you bury the survivors?,13.419,16.042
34,3,5,You don't bury the survivors.,17.163,18.865
34,3,6,Survivors keep living.,20.386,23.069
34,3,7,"So, anywhere.",23.73,25.311
34,3,8,Survivors keep living.,26.833,30.156
34,4,1,"A monkey, a squirrel, and a bird are racing to the top of a coconut tree. Who will get the banana first? The monkey, the squirrel, or the bird?",1.01,10.358
34,4,2,"A monkey, a squirrel, and a bird.",13.801,15.883
34,4,3,"A bird can't... Yeah. It can sew if you are going to the top of a... Ah, sew.",16.023,29.515
34,4,4,In a coconut tree there are no bananas.,30.22,40.163
34,5,1,"In a one-story pink house, there was a pink person, a pink cat, a pink face, a pink computer, a pink chair, a pink table, a pink telephone, a pink shower. Everything was pink.",0.824,13.882
34,5,2,What color were the stairs?,15.084,16.766
34,5,3,"Probably. So, if the house is one-story, there are no stairs.",16.886,24.076
34,5,4,"So, there are no stairs.",24.096,28.182
34,6,1,How many of each animal did Moses put on the ark?,0.031,4.035
34,6,2,One of each species?,6.538,10.542
34,6,3,Doesn't he?,10.562,11.163
34,6,4,"Yeah, one of each type.",13.906,20.653
34,6,5,"I am not English, so I'm going to put",20.673,23.997
34,7,1,The wind blows west. An electric train runs east. In which cardinal direction does the smoke from the locomotive blow? West.,1.55,15.364
34,7,2,"I think if... I don't think it might... Ah, okay.",15.384,21.691
34,7,3,There is no smoke if it is an electric train.,21.711,27.036
34,7,4,There is no...  smoke okay okay okay okay okay,27.356,32.653
34,8,1,"If you have only one match and you walk into a dark room where there is an oil lamp, a newspaper and wood, which thing would you light first?",0.757,10.427
34,8,2,The match.,10.828,11.751
34,8,3,Obviously the match.,11.771,12.533
34,8,4,The match.,14.198,14.56
34,8,5,"Because if you don't light the match, you can't light any.",15.282,19.575
34,9,1,Would it be ethical for a man to marry the sister of his widow? Okay. Sister of his widow.,0.031,11.848
34,9,2,"Basically, I don't know. Sister, no, I think it wouldn't be.",11.868,18.077
34,9,3,It is the sister of your death wife.,20.421,25.468
34,9,4,Wait. Wait.  I am not understanding this.,27.291,33.467
34,9,5,Would it be ethical for a man to marry the sister of his widow?,33.847,38.471
