subject_id,question,code,data_1,transcription_old,transcription_new,audio,d,c,data_2,Age,Gender,Household Income,Familiar
33,10,Reflect,B is grammatically correct; however  it is not literally correct. A is both grammatically incorrect and literally incorrect.,Which sentence is crashed? A yolk of the egg are white or B yolk of the egg is white. Okay  right away. I'm a proof reader. Things I'm like  what have I missed? Trick here  Um  the yoke of Yeah  because yolk is singular and that is linked to the firm  which is singular. Ah  so that is grammatically correct question. But  um  a yolk of an egg is not right. It is yellow  so I'm going to put it is grammatically correct. B is grammatically correct  magically correct. But And that's punctuated with semi colon. Oh  yeah. However  it is not literally correct  huh? Is both dramatically incorrect and literally incorrect. These dramatic cracked  however  it is not literally cracked pays by the grammatically correct contracted in literally incorrect.," Which sentence is correct? A. The yolk of the egg are white. Or B. The yolk of the egg is white. Okay. Right away, I'm a proofreader. So I'm like, have I missed a trick here? Yeah, because yolk is singular. And that is linked to the verb, which is singular. So that is a grammatically correct question, but a yolk of an egg is not white, it is yellow. So I'm going to put it is grammatically correct. B is grammatically correct. Grammatically correct. But let's punctuate it with semicolon. Oh yeah. However, it is not literally correct. A is both grammatically incorrect and literally incorrect. B is grammatically correct, however it is not literally correct. A is both grammatically incorrect and literally incorrect.",https://app.phonic.ai/play/5e90b55c82b14d5887481e38,Y,Y,1,36.0,female,50-75k,Y
34,1,Reflect,Mary,my father hurt five doors  but no sons. None on any known. What is the fifth Daughter name? Probably. Ah  Mary. No  it, Mary's father had five daughters but no sons. What is the fifth daughter name probably? Mary.,https://app.phonic.ai/play/5e833a08abe39ce8526cc7e3,N,N,2,20.0,male,Prefer not to say,Y
34,2,Reflect,2nd,If you were running our ways and you passed  the person is taken place. What place was to be in now? Second  if you her past this second your sickle  so," If you were running a race and you passed the person in second place, what place would you be in now? Second, if you passed the second, you are second. So...",https://app.phonic.ai/play/5e833a2670f9e3507c79735c,N,Y,2,20.0,male,Prefer not to say,Y
34,3,Reflect,Anywhere  survivors keep living.,It's a stormy night and the plane takes off from the JFK airport in New York. This stone worsens on the plane crashes. Health lands in the United States that they're half lance in Canada. In which country do you  Barry  the survivors? You don't worry. The survivors survivors get believing  so anywhere survivors keep believing.," It's a stormy night and a plane takes off from the AFK airport in New York. The storm worsens and the plane crashes half lands in the United States, the other half lands in Canada. In which country do you bury the survivors? You don't bury the survivors. Survivors keep living, so anywhere. Survivors keep living so anywhere survivors keep living",https://app.phonic.ai/play/5e833a4f70f9e3507c79735e,N,Y,2,20.0,male,Prefer not to say,Y
34,4,Reflect,In a coconut tree there are no bananas.,a monk. A school on a bird are racing to the top off a coconut tree. Who will get another first? The monkey squeal or the bird monkey? A school on a bear? A bear cunt? Yeah  it can. So if into our going to the top off So you know you're gonna trade there. No one honest. So in a cold cook  not tweet. There are no bananas.," A monkey, a squirrel and a bird are racing to the top of a coconut tree. Who will get the banana first? The monkey, the squirrel or the bird? A monkey, a squirrel and a bird. A bird can't... Yeah. It can't show if you are going to the top of a... ahhh so in a coconut tree there are no bananas so in a coconut tree there are no bananas",https://app.phonic.ai/play/5e833a86abe39ce8526cc7e8,Y,Y,1,20.0,male,Prefer not to say,Y
34,5,Reflect,There are no stairs.,in a one story pink house. There was pink person being cut  a pink face up in computer  a picture being table being telephone  upping sewer. Everything will speak. What color were. What color were the stairs? Probably. So if the house is one story there  no stairs  so there are no Esther's.," In a one-story pink house there was a pink person, a pink cat, a pink fish, a pink computer, a pink chair, a pink table, a pink telephone, a pink shower. Everything was pink. What color were the stairs? Probably. So, if the house is one story, there are no stairs. So, there are no stairs.",https://app.phonic.ai/play/5e833aad70f9e3507c79736e,N,Y,2,20.0,male,Prefer not to say,Y
34,6,Lure,One of each kind.,how many off its animal did most put on the Ark. One off. It doesn't. Hey! Ah  yeah. One off AIDS type. I am not English  so I'm going to put," How many of each animal did Moses put on the ark? One of each species... doesn't he? Yeah, one of each type. I am not English so I'm going to put",https://app.phonic.ai/play/5e833ace70f9e3507c79737a,Y,N,2,20.0,male,Prefer not to say,Y
34,7,Reflect,There is no smoke.,the windows west on electric train runs east  in which cardinal direction. That's the smoke from the locomotive bloke with  I think if I don't think it might all okay there. No smoke if it is. Ah  Electrics faint. There is no that smoke. Okay  Okay  Okay  okay  okay.," The wind blows west. An electric train runs east. In which cardinal direction does the smoke from the locomotive blow? West. I think if... I don't think it might... Ah, okay. There is no smoke if it is an electric train. There is no smoke. Okay, okay, okay, okay, okay.",https://app.phonic.ai/play/5e833af970f9e3507c797384,Y,Y,1,20.0,male,Prefer not to say,Y
34,8,Reflect,The match.,if you have only one month under walk into a dark room word. There is an oil lamp  a newspaper and look. Which thing would delight first? The months  obviously the mats. How much? Because if you I don't like the mats  you can't light.," If you have only one match and you walk into a dark room where there is an oil lamp and newspaper and wood Which thing would you light first? The match. Obviously the match. The match. Because if you don't light the match, you can't light anything.",https://app.phonic.ai/play/5e833b13abe39ce8526cc7f0,N,Y,2,20.0,male,Prefer not to say,Y
34,9,Reflect,He can't marry her because he is not alive.,wouldn't be ethical for a man to marry the sister off his widow. Okay  Sister off his widow. Basically  I don't know just that. No  I think it wouldn't be. It is they  sister  off your this life. Wait. I am not understanding this with the medical for a month to marry the sister off his widow iss. Well  she is not with the leaf. His life  see  is there is There is no way the if she our life. Oh  okay. Yeah. Hey  cunt. Um  are we hair? Because  hey  it's not a life I think it is.," Would it be ethical for a man to marry the sister of his widow? Okay. Sister of his widow. Basically, I don't know. Sister, no, I think it wouldn't be. It is the sister of your death wife. Wait. I am not understanding this. Would it be ethical for a man to marry the sister of his widow? His widow. She is not widow if he his life she is there is There is no widow if she Alive oh, oh, okay, or he can't marry her because he is not alive. I think it is the answer.",https://app.phonic.ai/play/5e833b6670f9e3507c797396,Y,Y,2,20.0,male,Prefer not to say,Y
34,10,Lure,b),with sentence is correct. Hey  the joke off the egg. Our wife The joke off the egg is boys. I don't know. I don't know the dog  I think b but I don't know. I'm gonna simply, Which sentence is correct? A. The jolks of the egg are wife. The jolks of the egg is wife. I don't know. I don't know. The jolk. I think B. But I don't know. I'm gonna say B.,https://app.phonic.ai/play/5e833b84abe39ce8526cc800,N,N,1,20.0,male,Prefer not to say,Y
35,1,Lure,it should be nunu  and for curiosity it's a typical portuguese name,Processing..., Thank you. you you,https://app.phonic.ai/play/5e90b4a17217db5f5e1d322f,I,I,1,23.0,female,0-10k,
35,2,Lure,1st i think,if your support did you mean words well?," If you were running the roads and the first person in the second place, what place would you be in the... In the first... I thought...",https://app.phonic.ai/play/5e90b4c282b14d5887481e26,N,N,1,23.0,female,0-10k,
35,3,Lure,It should be according as everyone's nationality  or living country,Whoa  whoa  whoa. Were a tricky question. So so health playing rushing in that state's You don't know how you can  so I don't know no survival  I think. Who are you? Wounds? Oh  nuts.," Woah! Woah! Woah! What a tricky question! So... So... Half plane crashes in the United States? the other half in Canada? so I don't know the survivors I don't know I think it should be recording. Please. Ruins National. Ruins Country. Yeah, I think it's...",https://app.phonic.ai/play/5e90b5227217db5f5e1d3249,Y,Y,2,23.0,female,0-10k,
35,4,Lure,the monkey obviously,monkeys Girl The bird I weighs in on top of the company tree. Who will get the banana forest? The monkey  The squirrel. So monkey likes bananas so they will run to get and worse the long sleep. Obviously I love this.," Monkey squirrel and the bird are waiting on the top of a coconut tree. Who will get the banana first? The monkey, the squirrel and the bird. So Monkey likes bananas so they will run to catch him first The monkey, obviously I love this question",https://app.phonic.ai/play/5e90b55f7217db5f5e1d324c,N,Y,2,23.0,female,0-10k,
35,5,Other,should be white to contrast all of the scene,no one story. Big house. There was a person think gets big beach all sigil us off being computed the feature table Intel in shower Bain. I'm being most so. The stairs I know  Miss. There should be white  The dress  the I don't know  like things. It's a color that make me throw.," Now I want to store a pink house, there was a pink person, pink cat, pink fish, oh such a nice home, pink computer, a pink chair, a pink table, a pink tower, a pink shower. Okay now I'm being... Everything was pink. And so... The stairs... I don't know, the stairs should be white to contrast the... I don't know, really like pink. It's a color that makes me throw off.",https://app.phonic.ai/play/5e90b5a87217db5f5e1d325c,N,Y,2,23.0,female,0-10k,
35,6,Other,Billions of them,Whoa! The harmony of each other's motives in the Ark. Wait  I don't know. In what thousands? More than that. Millions. Trillions! Oh  my moves. That's it. Escaped? Yeah  you know them.," Whoa! How many of each animal hypnosis got from the Ark? Wait, I don't know. And what? Thousands? More than that? Billions? Trillions? All of the animals that escaped during the end of the day.",https://app.phonic.ai/play/5e90b5e47217db5f5e1d3260,N,Y,2,23.0,female,0-10k,
35,7,Lure,i think its west,won both. Just tremendous interest. Well  what? Huh? Oh  my God. Basically sleeping. One bulls waas left you train east. So one was waas. Well  yeah. No  no  it's going," One goes west and electric turn one's east. And which card not an action? This is not an open one. What? Oh my god, this is a tricky one. One goes west and electric turn one piece So, the one goes west I think it's west Yeah, I think it's west I don't know, this is kind of tricky",https://app.phonic.ai/play/5e90b6317217db5f5e1d3262,N,N,1,23.0,female,0-10k,
35,8,Lure,Wood,If you mention walking work  that isn't a long mission. Would you forced so more when newspaper moved? Well  first I work use  huh? What? You walked into the room? Well  Boylan Lida. Why would he come in? Well  no. And mmm. Make your move with the four. Choose. Yeah  woman.," If you have another one match and walk into a dark room, where there is an oil lamp, a newspaper and a movie, which thing would you like first? So, an oil lamp, newspaper and wood. Well, first, I would use a newspaper. Wait, you walk into the bathroom. Oil lamp. Oil lamp should be the logical one. Oil lamp. I'm going to use purple and the paper. Maybe wood. Like the torch is wood.",https://app.phonic.ai/play/5e90b67782b14d5887481e3d,Y,Y,1,23.0,female,0-10k,
35,9,Lure,she had to deal with the loss of his widow  but then he should follow his jorney and marry who he wants / needs.,we'd be at before form and medical system. What is it? Um whoa. This minions are awful. It would be ethical or men to marry the sister of speeding. No  I don't know. You have Russian? I wouldn't want to. I won't. I have to mourn. Oh  if you saw this  he's won game. No  I'm there for I have to tell you. You she's me. She he only wants of them. You sure? Well  he's Jeremy More. Yeah. Oh  yeah.," Would it be ethical for a man to marry my sister. I know if we saw this one. Okay, my sister is there. No, I'm there. So I have to tell you. I have to tell you. I have to tell you. She is. She has to tell already lost But then he should follow his journey, I guess. He's Jeremy and Mary. Oh, what a turn is. Yeah, I think it's good.",https://app.phonic.ai/play/5e90b7057217db5f5e1d3267,Y,Y,1,23.0,female,0-10k,
35,10,Lure,b),which is the way I want. Look off any small yoke off the the guy I want. What is the young local? Yeah  but the sentence of beads gives. We're talking about something. Ladies  See your love for me?," Which thing this is going on? The yolk of the egg are white. The yolk of the egg is white. The yolk of the egg are white What is the yolk of the egg? I don't know, but the sentence I think it's me because we are talking about something that is singular, not plural. B",https://app.phonic.ai/play/5e90b74a7217db5f5e1d326d,N,Y,1,23.0,female,0-10k,
36,1,Reflect,Mary,Mary's father has five daughters  but no sense. Mana nanny meanie Normal. What is the fact? Daughter's name? Probably Mary  because Mary's father," Mary's father has 5 daughters but no sons Nana, Nanny, Nini, Nonu What is the 5 daughters name probably? Mary, because Mary's father",https://app.phonic.ai/play/5e90b86e7217db5f5e1d327e,N,Y,2,30.0,female,100-125k,
36,2,Reflect,2nd place,if you were running a race and you best the person in second place What place will do be in now? So you best the second place you say second place.," If you were running a race and you passed the person in second place, what place would you be in now? So, you pass the second place, you stay second place.",https://app.phonic.ai/play/5e90b8987217db5f5e1d328c,N,Y,2,30.0,female,100-125k,
36,3,Lure,United States,It's a stormy night on the plane takes off from JFK Airport in New York. Mr. Morrison's On the Blink brushes off lens in the United States. The air off lens in Canada. Which in which country do you bury this rivers? Okay  so the plane takes off from JFK Airport in New York  so I think it's  you know  it's because it's friend. It's from the The brain was coming., It's a stormy night and the plane takes off from JFK airport in New York. The storm worsens in the United States. Because it's from the... The plane was coming.,https://app.phonic.ai/play/5e90b93482b14d5887481e4c,N,Y,1,30.0,female,100-125k,
36,4,Reflect,Nobody,a monkey. Escarole  the bird racing to the top off coconut tree. Who will get the banana first? The monkey  the girl or the bird? So it's a company tree  so I think it doesn't have banana  so no one.," A monkey, a squirrel and a bird are racing to the top of a coconut tree. Who will get the banana first? The monkey, the squirrel or the bird? So... It's a coconut tree so I think it doesn't ahead and get the other one.",https://app.phonic.ai/play/5e90b97b82b14d5887481e54,N,Y,2,30.0,female,100-125k,
36,5,Reflect,It hasn't stairs because it is a one-storey house,in a one story being house. There was a big person being cared. A big fish  a big computer  a picture  a big table  big cell phone  a big shower. Everything was pink. What's Colin order that starts? Probably. Ah  it says one story being hustle. It doesn't have stairs.," In a one-story pink house there was a pink person, a pink cat, a pink fish, a pink computer, a pink chair, a pink table, a pink telephone, a pink shower, everything was pink. What color were the stairs probably? It says one-story pink house so it doesn't have stairs. and",https://app.phonic.ai/play/5e90b9ce7217db5f5e1d32aa,N,Y,2,30.0,female,100-125k,
36,6,Lure,2,How many of each animal did Moses puts on the Ark? So we'll teach anyone? Yes.," How many of each animal did Moses put on the ark? Two of each animal, yes.",https://app.phonic.ai/play/5e90b9e87217db5f5e1d32ae,N,N,1,30.0,female,100-125k,
36,7,Reflect,Train is eletric so there's no smoke,the wind goes west  an electric train runs east  in which cardinal direction direction does the smoke from the locomotive blow. So the locomotive is electric  so I don't think it's that's it has smoke so it doesn't direct.," The wind blows west, an electric train runs east in which cardinal direction does the smoke from the locomotive blow. So the locomotive is electric so I don't think it has smoke so it doesn't direction. Electric.",https://app.phonic.ai/play/5e90ba317217db5f5e1d32af,N,Y,2,30.0,female,100-125k,
36,8,Lure,Wood,if you are only one match and you walk into another room where there is in a limp in his paper and which single the wives first  I think I holds I'll light first tool because it gives us light because of so fair.," If you have only one match and you walk into a dark room where there is a lamp, a newspaper and wood, which thing would you light first? I think I would light first wood because it gives us light because of the fire.",https://app.phonic.ai/play/5e90ba9d82b14d5887481e5d,N,Y,2,30.0,female,100-125k,
36,9,Reflect,The man is dead,holds in to be ethical for a minute. Married the sister off. He's by the Yeah  So  uh  uh  it's why they also know  man  it doesn't exist. The man  he said., Would it be ethical for a man to marry the sister of his widow? The man is dead.,https://app.phonic.ai/play/5e90bada7217db5f5e1d32b2,N,Y,2,30.0,female,100-125k,
36,10,Lure,b),when sensitive said sentences. Which sentence is correct? A New York off day and rights Or we the young off day. He's right. I think it's real. Oh!, Which sentence is correct? A. The yolk of the egg are white. Or B. The yolk of the egg is white. I think it's B.,https://app.phonic.ai/play/5e90bb037217db5f5e1d32b3,N,N,1,30.0,female,100-125k,
37,1,Lure,Nunu,Mary's father is $5 but no sense. Not now. Mimi. Nana! Nana! Mimi! No  no. What is the fifth others? Name? Probably No. Me. Me  me  me. No  no. Nunu. No  no.," Mary's father has five daughters but no sons. Nana, Nene, Nene, Nono. What is the fifth daughter's name probably. Nana, Nee, Nene, Nene, Nene, Neno, Nunu, Nunu.",https://app.phonic.ai/play/5e90a4c8e415d4a16cef4f2b,Y,Y,1,28.0,male,75-100k,
37,2,Reflect,2nd place,If you were running a race and you pass the person in second place  what place would you be in now? First place? Oh  second place and undetectable second place.," If you were running a race and you passed the person in second place, what place would you be in now? First place? Oh, second place. What am I talking about? Second place.",https://app.phonic.ai/play/5e90a4e7e77a5fea187b465a,Y,N,1,28.0,male,75-100k,
37,3,Lure,Dependent upon their nationality,It's a stormy night and the plane takes off from JFK Important New York. The storm worsens in the plane crash. Half lands in the United States. The other half lands again. An orange country to bury the survivors dependent upon their nationality  I suppose. Yeah.," It's a stormy night and a plane takes off from JFK Airport in New York. The storm worsens and the plane crashes half-lands in the United States, the other half-lands in Canada, in which country do you bury the survivors? It's dependent upon their nationality, I suppose. Yeah.",https://app.phonic.ai/play/5e90a51ae77a5fea187b4661,Y,Y,1,28.0,male,75-100k,
37,4,Lure,The monkey,a monkey. A squirrel in a burger racing to the top of coconut tree. Who hit him with her first? The monkey. This girl or the bird  I mean  no  it's banana. I'm gonna say monkey. But a bird has the ability to fly  so perhaps the bird.," A monkey, a squirrel, and a bird are racing to the top of a coconut tree. We'll get to banana first. The monkey, the squirrel, or the bird? I mean, if it's banana, I'm going to say monkey. But a bird has the ability to fly, so perhaps the bird.",https://app.phonic.ai/play/5e90a546e415d4a16cef4f34,Y,Y,1,28.0,male,75-100k,
37,5,Lure,Pink,in a one story pinkos. There was a pink person  a pink cat  a pink fish  a pink computer  a big chair  a pink table  a pink telephone and pink shower. Everything was pink. What color? The stairs Probably think.," In a one-story pink house, there was a pink person, a pink cat, a pink fish, a pink computer, a pink chair, a pink table, a pink telephone, a pink shower. Everything was pink. What color were the stairs, probably? Pink?",https://app.phonic.ai/play/5e90a569e77a5fea187b466b,N,N,1,28.0,male,75-100k,
37,6,Lure,2,How many of each animal did Moses put on the Ark? Two for in order for them to procreate  male and a female., How many of each animal did Moses put on the ark? Two. In order for them to procreate. A male and a female.,https://app.phonic.ai/play/5e90a586e77a5fea187b4671,N,Y,1,28.0,male,75-100k,
37,7,Lure,east,the wind blows west and liked train runs east  in which cardinal direction doesn't smoke from a look. Amount of blow Move A list. Um  in the terrestrial to east. Nothing wrong with cardinal direction. Technically  I'm gonna say West. No. Yes.," The wind blows west, an electric train runs east, in which cardinal direction does a smoke from a locomotive blow. Wind blows west, train runs east. I'm not familiar with cardinal direction technically I'm gonna say west no east",https://app.phonic.ai/play/5e90a5b3e77a5fea187b4677,Y,N,1,28.0,male,75-100k,
37,8,Lure,oil lamp,if only one match and you walk into a dark room where there's an oil there  a newspaper in the wood Wish things Would you like first? I don't see the oil them first thrown by the newspaper and then the wood.," If you have only one match and you walk into a dark room where there is an oil lamp, a newspaper, and a wood, which thing would you light first? I would say the oil lamp first, followed by the newspaper and then the wood.",https://app.phonic.ai/play/5e90a5cee415d4a16cef4f3b,N,Y,1,28.0,male,75-100k,
37,9,Lure,yes,be ethical for a man to marry the sister of his widow. Sister  A widow. I mean  you're not blood related. Yeah.," It would be ethical for a man to marry the sister of his widow. The sister of his widow. I mean, these are not blood related. Yeah.",https://app.phonic.ai/play/5e90a5ebe415d4a16cef4f3f,N,Y,1,28.0,male,75-100k,
37,10,Lure,b),which sentences correct yolk of the egg are white worth. The yoke of the eggs with the yolk of the egg is Lloyd are is incorrect  be, Which sentence is correct? The yolk of the egg are white. Or the yolk of the egg is white. The yolk of the egg is white. R is an incorrect. B.,https://app.phonic.ai/play/5e90a5ffe77a5fea187b467b,N,N,1,28.0,male,75-100k,
38,1,Lure,Nunu,Mary's father has five daughters  but no sense. Nana. Nini. Nini. No owner. It was the fifth Does his name? Probably the new news foul  so yeah  yeah.," Mary's father has five daughters but no sons. Nana, Nini, Nini, Nono, what was the fifth daughter's name probably? Probably Nunu because it's a vowel. So yeah. Nunu.",https://app.phonic.ai/play/5e90b254e77a5fea187b4983,Y,Y,1,,,,
38,2,Lure,1st,Ah  if you are running a race and you passed this person second place  what place would you be in that first? Sorry  so," If you were running a race and you passed the person in second place, what place would you be in now first?",https://app.phonic.ai/play/5e90b269e415d4a16cef50dd,N,N,1,,,,
38,3,Lure,The country they came from - so if the passengers are American  bury in US. If passengers are Canadian  bury them in Canada.,It's a stormy night on a plane takes off from JFK airport in New York. Storm worsens and the plane crashes. Half lands in the United States. The other half land in Canada. Which country do you bury? The survivors? That would be Ah  the country they came from. Uh  so the passengers American hurry in us passengers. Oh  and they didn't  huh? Okay.," It's a stormy night and a plane takes off from JFK Airport in New York. The storm worsens and the plane crashes half lands in the United States, the other half lands in Canada. In which country do you bury the survivors? That would be the country they came from. So if the passengers are American, vary in the US. If passengers are Canadian, vary them in Canada.",https://app.phonic.ai/play/5e90b29de415d4a16cef50e8,N,Y,1,,,,
38,4,Reflect,None. It's a coconut tree.,a monkey  a squirrel and a bird are racing to the top of a coconut tree. You'll get the banana. You don't get the bananas. Coconut tree. Um  who will get the banana? Festive monkey  This girl or the bed? Uh  none. It's a coconut tree  my Strother.," A monkey, a squirrel and a bird are racing to the top of a coconut tree. Who will get the banana f- You can't get the banana, it's a coconut tree. Um, who will get the banana first, the monkey, the squirrel or the bird? Uh, none. It's a coconut tree. Nice try though.",https://app.phonic.ai/play/5e90b2bbe77a5fea187b49af,Y,Y,2,,,,
38,5,Lure,Pink.,and a one story pink house. There was a pink person think Cats  pink fish in computer  A big Jer Binks table  a pink telephone  a picture. Everything was pink. What color With staffs? Probably probably. This feels like it should be a trick question  but I don't think so.," In a one-story pink house there was a pink person, a pink cat, a pink fish, a pink computer, a pink chair, a pink table, a pink telephone, a pink shower. Everything was pink. What color were the stairs probably? I mean probably pink? This feels like it should be a trick question but I don't think so.",https://app.phonic.ai/play/5e90b2dfe77a5fea187b49c9,N,N,1,,,,
38,6,Reflect,None. It was Noah safeguarded animals on the ark  according to biblical lore.,How many of each animal did Moses parting? Moses didn't do. The other was Noah. So none  Uh  not It was never who? Oh  grandma Ah  on the Ark  according to That's your That's my subtle way of saying it's a nice story  but I don't think app.," How many of each animal did Moses put on the ark? Moses didn't do the ark, way of saying it's a nice story but I don't think it happened",https://app.phonic.ai/play/5e90b315e415d4a16cef5102,N,Y,2,,,,
38,7,Reflect,No smoke  it's an electric train.,wind blows west. An electric train runs east  in which cardinal direction does the smoke from the locomotive. There's no smoke. It's electric. Trixie question. Oh  no smoke. It's electric train. The mortal part. Love  no.," The wind blows west, an electric train runs east. In which cardinal direction does the smoke from the locomotor... There's no smoke, it's electric! T-Trixie question. No smoke, it's an electric train. I don't think there's anything more to it than it.",https://app.phonic.ai/play/5e90b339e77a5fea187b49f4,N,Y,2,,,,
38,8,Lure,Oil lamp,if you only if you have only one much and you walk into a dark room where there is an oil  that lamp  a newspaper and wood. Which thing would you like first? Uh  probably the oil pump. You've had some Trixie questions. Those are now. I'm more suspicious of this question. Um  I mean  surely  if you like the lump  you can then use that flame to light. Would in a file. Sure. Let's just go with will.," If you have only one match and you walk into a dark room where there is an oil lamp, a newspaper and wood, which thing would you light first? Probably the oil lamp. You've had some tricksy questions though so now I'm more suspicious of this question. I mean surely if you light the lamp you can then use that flame to light wood in a fire? Sure let's just go with the oil lamp.",https://app.phonic.ai/play/5e90b363e415d4a16cef5129,Y,Y,1,,,,
38,9,Lure,Depends entirely on the couple involved  less a question of ethics  than a question of personal preference.,would it be ethical for a man to marry the sister of his widow? I mean  ethics of personal. I mean  did my advisor in the Bible  but it's a bit dull. Geant it  um I mean  for me. Uh  I don't know. It just it's not something I do. But does that mean it's unethical? Not necessarily. Uh huh. Spans until early on. A couple over. Less a question off. Ethics? Um  a question off. There's no presence.," Would it be ethical for a man to marry the sister of his widow? I mean, ethics are personal. I mean, didn't they advise that in the Bible? But it's a bit dull, didn't it? I mean, for me, I don't know, because it's not something I do, but does that mean it's unethical? Not necessarily. Depends entirely on the couple involved. Less a question of ethics than a question of personal preference.",https://app.phonic.ai/play/5e90b3a1e77a5fea187b4a28,Y,Y,2,,,,
38,10,Reflect,b) is correct grammatically  but both are incorrect factually.,Which sentences correct? A The yolk of the egg. A white No. Hey  the yoke of the eggs. Wait  What the Oh  grammatically correct. Um  yeah  Well  he is correct. Dramatically will. Dramatically quickly. Um  but Earth. Oh  incorrect.," Which sentence is correct? A the yolk of the egg are white, no. B the yolk of the egg is... wait what? Oh grammatically correct. Well B is correct grammatically. I spell grammatically correctly but both are incorrect factually.",https://app.phonic.ai/play/5e90b3cae415d4a16cef513c,Y,Y,1,,,,
39,1,Lure,Nunu,Mary's daughter. Mary's father has $5 but Muslims I'm not need not need a Nini. No  no. What is the fourth daughter's name problem? No., Mary's father has five daughters but no sons. What is the fourth daughter's name probably?,https://app.phonic.ai/play/5e90acf4e77a5fea187b476a,N,N,1,23.0,male,10-25k,
39,2,Reflect,2nd,running a race and you passed the person that second place  What a second bring it out and saying everything.," If you were running a race and you passed the person in second place, what? Second? Okay. Reading aloud and saying every thought.",https://app.phonic.ai/play/5e90ad09e77a5fea187b4773,N,N,2,23.0,male,10-25k,
39,3,Lure,Wherever they are from.,store mutilation plane takes off from JFK airport in New York. The storm worsens of them. Crushes off lands  thing crashes  floods in the U. S. And the other half funds. You kind of owe our funds in the rest. In which country do you bury this? Relievers. Where were they from? I won't question Mark  just," It's a stormy night and a plane takes off from JFK airport in New York. The storm worsens and a plane crashes half lands. The plane crashes half lands in the US and the other half lands in Canada. Oh, half lands in the US. In which country do you bury the survivors wherever they're from question mark just",https://app.phonic.ai/play/5e90ad3ee77a5fea187b4788,N,N,2,23.0,male,10-25k,
39,4,Reflect,There is no banana at the top of the coconut tree,bird racing to the sort of coal country who against the final first  the monkey  the square there  the board monkey would get it on because the Virgin  Huh? Okay. Mm. There's no way down at the coconut tree. Come on.," A monkey, a squirrel and a bird are racing to the top of a coconut tree. Who will get the banana first? The monkey, the squirrel or the bird? I'd say the monkey would get the banana because the world okay um there's no banana on the top of a coconut tree I thought someone",https://app.phonic.ai/play/5e90ad75e77a5fea187b47a7,Y,Y,2,23.0,male,10-25k,
39,5,Reflect,No stairs  it's a one story house,And in a one story pink house  there was a pink person  a pink casket  pink fish  a pig computer of thinking chair being table  a ping telephone  a picture. Everything was pink. Well  color over the stairs  Probably think. Oh  there was no stairs. Most areas from spring. I don't three.," In a one-story pink house there was a pink person, a pink cat, a pink fish, a pink computer, a pink chair, pink table, a pink telephone, a pink shower. Everything was pink. What colour were the stairs? Probably pink. Oh, there was no stairs. No stairs, one-story house.",https://app.phonic.ai/play/5e90ad9de77a5fea187b47b3,Y,Y,1,23.0,male,10-25k,
39,6,Reflect,Moses didn't make the ark,How many of each animal that Moses push on the Earth? If we don't know  we got to keep reading aloud. Have any reasonable that Moses pushed on the earth to Was not okay. Moses didn't make the earth. There was no one.," How many of each animal did Moses put on the ark? Halfway done, don't forget to keep reading and hinting aloud. How many of each animal did Moses put on the ark too, wasn't it? Okay, Moses didn't make the ark. What was Noah's?",https://app.phonic.ai/play/5e90adbce77a5fea187b47bc,Y,Y,1,23.0,male,10-25k,
39,7,Reflect,Electric trains don't have smoke,wind blows west on electric train runs east. In which cardinal direction does the smoke from the local mode of blow. No train doesn't have  but crooks trains bones well from of Yeah  and once loading.," The wind blows west, an electric train runs east. In which cardinal direction does the smoke from the locomotive blow? No, the train Back in a small time. Come on, loading.",https://app.phonic.ai/play/5e90ade1e77a5fea187b47c3,N,Y,2,23.0,male,10-25k,
39,8,Reflect,You'd light the match,if you have only one match any walk into a dark room where there is an oil on today's paper on wood. Which would you life first? You fear only one match. You'd like that much? No.," If you have only one match and you walk into a dark room where there is an oil lamp, a newspaper and wood, which would you light first? If you have only one match, you'd light the match now?",https://app.phonic.ai/play/5e90adfee77a5fea187b47d5,N,Y,2,23.0,male,10-25k,
39,9,Lure,Yes.,and it would be ethical for amount. Marry the sister of his widow sister off his widow. Remember to say everything that comes mine  like for his other recordings  Speakers holds freely. Wouldn't be ethical for a month. Married the sister of his widow. So his widow  I am It depends yes  to marry the sister of his widow. God  I'm not stupid. What is this hard of comrade? And is the widow's sister?," Would it be ethical for a man to marry the sister of his widow? The sister of his widow. Remember to say everything that comes to mind. Microphone is already recording. Speak your thoughts freely. Would it be ethical for a man to marry the sister of his widow? So his widow. It depends. Yes. To marry the sister of his widow. God, I'm not stupid. Why is this hard? I'll come around. His widow's sister.",https://app.phonic.ai/play/5e90ae31e77a5fea187b47e3,N,N,1,23.0,male,10-25k,
39,10,Reflect,B) is grammatically correct but doesn'y make sense,would send it is correct. The yolk of the egg I Royce yolk of the egg  His voice yolk of the egg. His voice me dramatically right is dramatically Those explains things. Mmm. Your Yeah. So be is grammatically correct. Is that only guilty?," Which sentence is correct? The yoke of the egg is white. The yoke of the egg is white. B Gramatically correct. B is grammatically correct but doesn't make sense. Hmm, yeah, so B is grammatically correct because I don't think",https://app.phonic.ai/play/5e90ae6ee77a5fea187b47f9,Y,Y,1,23.0,male,10-25k,
40,1,Reflect,Mary,marries father has Carter was but no Simms  not a Ni ni ni ni NI Mary oh Mary., Mary's father has five daughters but no sons. No,https://app.phonic.ai/play/5e90a4b9e77a5fea187b4657,N,N,1,27.0,female,25-50k,
